geo_id,name_x,median_age,pct_hisp_latino,pct_black,pct_asian,pct_unemployed,avg_wrk_commute_mins,median_hsld_income,avg_household_size,pct_bach_degree,median_rent,pct_other_minority,pop_density,pct_renter_occupied
1400000US11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",42.4,2.5,74.1,1.0,3.6,33.0,118039,2.66,55.8,2189,0.0,2.528816199376947,0.1970404984423676
1400000US11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",43.6,12.2,54.7,4.1,1.9,33.1,83487,2.48,47.6,1344,0.0,2.468995010691376,0.29294369208838206
1400000US11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",43.1,9.2,75.9,1.0,6.3,35.2,81169,2.66,44.2,1735,1.1,2.306108897742364,0.20119521912350596
1400000US11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",33.8,19.4,77.6,0.0,13.2,35.8,73750,3.29,28.3,1591,0.0,3.208,0.232
1400000US11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",43.9,15.7,71.7,0.9,7.3,30.0,60638,2.29,41.0,1598,2.2,2.0237154150197627,0.45454545454545453
1400000US11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",45.7,10.9,76.3,0.0,4.8,31.9,68750,2.48,38.3,2134,2.0,2.436936936936937,0.12987987987987987
1400000US11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",33.5,0.6,96.4,0.0,14.9,30.3,30948,2.77,19.2,700,0.0,2.6769722814498933,0.6226012793176973
1400000US11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",29.6,3.8,93.5,0.3,14.2,35.7,26712,2.08,9.6,1043,0.8,1.9994603345925526,0.8774959525094441
1400000US11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",41.0,1.0,97.8,0.4,9.0,36.5,46353,2.41,14.6,1082,0.0,2.210065645514223,0.6269146608315098
1400000US11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",47.2,3.7,91.6,0.0,3.9,36.6,62773,2.39,23.0,1089,0.9,2.2594021215043396,0.40115718418514945
1400000US11001009700,"Census Tract 97, District of Columbia, District of Columbia",28.6,2.7,96.3,0.0,16.3,38.9,39750,2.94,12.3,859,0.2,2.6251980982567353,0.5412044374009509
1400000US11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",26.6,3.8,92.9,0.0,14.6,39.3,21088,2.58,11.9,720,0.2,2.409957627118644,0.7690677966101694
1400000US11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",28.4,3.0,96.5,0.0,19.6,41.6,19342,2.86,12.7,1240,0.0,2.3290845886442644,0.6176129779837776
1400000US11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",34.6,0.0,99.4,0.0,16.0,37.1,31667,2.52,7.2,1094,0.3,2.159634317862166,0.7158931082981715
1400000US11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",33.3,6.8,88.5,0.2,15.0,34.4,39417,2.87,12.3,1108,0.0,2.674709562109026,0.6318141197497766
1400000US11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",41.5,0.1,95.4,0.0,7.4,39.8,49457,2.71,19.6,1042,0.0,2.247980111870727,0.4468614045991299
1400000US11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",27.8,0.1,95.1,0.0,13.7,48.9,30822,2.4,7.7,995,3.2,2.3618581907090466,0.8704156479217604
1400000US11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",27.9,0.2,96.8,0.0,14.7,45.0,31432,2.69,8.5,942,0.0,2.389660124461465,0.7663954044997606
1400000US11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",45.1,3.4,83.1,7.6,4.1,33.0,96518,2.82,43.0,1264,0.0,2.4848762603116406,0.14940421631530706
1400000US11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",38.7,0.8,96.6,0.5,7.2,32.0,57377,2.76,18.7,887,0.0,2.356760886172651,0.20932009167303284
1400000US11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",38.7,0.4,92.5,0.0,8.3,36.8,51023,3.09,25.8,938,0.6,2.6875816993464055,0.2601307189542484
1400000US11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",27.3,12.2,84.2,0.0,10.6,36.0,32306,2.75,18.1,973,0.4,2.2448979591836733,0.5653817082388511
1400000US11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",37.2,0.0,96.9,0.0,13.5,37.1,45094,2.54,12.4,1182,0.5,2.157817109144543,0.4550147492625369
1400000US11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",34.9,3.0,95.0,0.5,10.3,36.6,45074,2.13,15.2,1048,0.0,1.9975490196078431,0.6703431372549019
1400000US11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",31.9,1.5,97.6,0.0,12.8,35.9,31506,2.52,12.3,751,0.0,2.3773129525341914,0.7843925985518906
1400000US11001010100,"Census Tract 101, District of Columbia, District of Columbia",35.3,11.2,12.1,18.0,3.9,22.8,94250,1.59,80.6,1893,1.0,1.5002621919244887,0.7157839538542213
1400000US11001010200,"Census Tract 102, District of Columbia, District of Columbia",34.5,6.5,27.9,5.8,1.0,26.2,109844,1.83,85.0,2096,2.5,1.6592894583576006,0.5742574257425742
1400000US11001010300,"Census Tract 103, District of Columbia, District of Columbia",36.6,31.4,48.8,2.4,5.7,37.6,91758,3.03,47.6,1428,0.0,3.031770045385779,0.4682299546142209
1400000US11001010400,"Census Tract 104, District of Columbia, District of Columbia",36.8,3.7,92.0,0.0,12.5,48.3,38037,2.6,18.7,1066,0.0,2.6301742919389977,0.5920479302832244
1400000US11001010500,"Census Tract 105, District of Columbia, District of Columbia",35.7,6.3,46.2,5.1,6.6,27.6,79063,1.63,69.4,1440,0.8,1.558061821219716,0.6136173767752715
1400000US11001010600,"Census Tract 106, District of Columbia, District of Columbia",31.0,4.5,26.2,7.3,1.7,29.6,107607,2.08,79.7,2384,0.0,1.8798169556840076,0.7170038535645472
1400000US11001010700,"Census Tract 107, District of Columbia, District of Columbia",29.3,13.6,6.7,11.4,3.1,21.0,73688,1.48,83.1,2189,2.0,1.4781144781144782,0.8106060606060606
1400000US11001010800,"Census Tract 108, District of Columbia, District of Columbia",19.9,8.7,10.0,12.4,3.1,15.9,45278,1.4,78.9,1764,0.1,5.868882733148661,0.6832871652816251
1400000US11001010900,"Census Tract 109, District of Columbia, District of Columbia",26.3,2.2,94.4,0.6,9.0,31.6,41660,2.63,18.3,1160,0.4,2.6724982505248427,0.8376487053883834
1400000US11001011000,"Census Tract 110, District of Columbia, District of Columbia",44.0,6.7,27.0,5.5,3.8,28.8,84375,1.57,81.2,1809,0.6,1.456695652173913,0.4180869565217391
1400000US11001011100,"Census Tract 111, District of Columbia, District of Columbia",41.0,9.1,77.8,1.4,6.7,30.4,79628,2.81,43.7,1271,0.30000000000000004,2.8955301455301456,0.21725571725571727
